                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.56981,                0.25649,                0.82941,                0.90924,                0.65127,                0.71769,                0.62592,                 0.5501,                0.23287,                0.84657,             0.00045285,             0.00045285,             0.00045285
                     72,                0.57146,                0.25529,                0.82939,                0.91447,                0.67007,                0.71633,                0.62338,                0.55216,                 0.2352,                0.84651,              0.0004387,              0.0004387,              0.0004387
                     73,                0.57281,                0.25904,                0.82862,                0.91766,                0.67058,                0.70871,                0.61904,                 0.5532,                0.23552,                0.84608,             0.00042456,             0.00042456,             0.00042456
                     74,                0.56343,                0.25403,                0.82669,                0.83986,                0.67245,                0.71504,                0.62482,                0.54988,                0.23165,                0.84536,             0.00041041,             0.00041041,             0.00041041
                     75,                 0.5661,                0.25714,                0.82738,                0.90937,                0.65159,                0.70745,                0.61953,                0.55107,                 0.2335,                0.84649,             0.00039626,             0.00039626,             0.00039626
                     76,                0.56633,                0.25414,                0.83023,                0.91288,                0.67069,                 0.7175,                0.62637,                0.54968,                0.23337,                 0.8462,             0.00038211,             0.00038211,             0.00038211
                     77,                 0.5632,                 0.2526,                0.82518,                0.93141,                0.65764,                0.72033,                0.63034,                0.54837,                0.23319,                0.84607,             0.00036797,             0.00036797,             0.00036797
                     78,                0.56581,                0.25673,                0.82614,                0.91473,                0.64422,                0.70521,                0.61868,                0.54359,                 0.2308,                0.84445,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.5644,                0.25675,                0.82457,                0.86532,                0.67088,                0.70897,                0.61974,                0.55162,                0.23393,                0.84774,             0.00033967,             0.00033967,             0.00033967
                     80,                0.56594,                0.25449,                0.82827,                0.91964,                0.67098,                0.71957,                0.62966,                0.54618,                 0.2333,                0.84674,             0.00032553,             0.00032553,             0.00032553
                     81,                0.55642,                0.25122,                0.82651,                 0.9179,                0.67213,                0.71916,                0.62524,                0.54947,                0.23263,                0.84747,             0.00031138,             0.00031138,             0.00031138
                     82,                0.56115,                0.25017,                0.82848,                0.92266,                0.67133,                0.72308,                0.63166,                0.55139,                0.23155,                0.84738,             0.00029723,             0.00029723,             0.00029723
                     83,                0.56357,                 0.2529,                0.82498,                0.91923,                 0.6721,                0.72522,                0.63134,                0.54608,                0.22924,                0.84622,             0.00028308,             0.00028308,             0.00028308
                     84,                0.55483,                0.24886,                0.82534,                0.92014,                0.67145,                0.72952,                0.63604,                0.54239,                0.23025,                0.84477,             0.00026894,             0.00026894,             0.00026894
                     85,                0.55723,                0.25229,                0.82826,                0.92144,                0.67093,                0.72193,                0.62698,                0.54395,                0.23053,                0.84464,             0.00025479,             0.00025479,             0.00025479
                     86,                 0.5494,                0.24705,                0.82752,                 0.9182,                0.67031,                0.72223,                0.62656,                0.54522,                0.23092,                0.84572,             0.00024064,             0.00024064,             0.00024064
                     87,                0.55622,                0.25253,                0.82528,                 0.9209,                0.67158,                 0.7243,                0.63053,                0.54539,                0.22933,                 0.8457,              0.0002265,              0.0002265,              0.0002265
                     88,                0.55959,                0.25388,                0.82481,                0.91997,                0.67143,                0.71719,                0.62371,                0.54054,                0.22767,                0.84471,             0.00021235,             0.00021235,             0.00021235
                     89,                0.54151,                0.24434,                0.82406,                0.91605,                0.67016,                0.72503,                0.62921,                0.54168,                0.22701,                0.84462,              0.0001982,              0.0001982,              0.0001982
                     90,                0.55335,                0.24768,                0.82578,                0.91749,                0.64628,                0.71649,                0.62205,                0.54432,                0.22816,                0.84552,             0.00018406,             0.00018406,             0.00018406
                     91,                0.54298,                0.23995,                0.82865,                0.85488,                 0.6719,                0.72254,                0.62767,                0.54786,                   0.23,                 0.8466,             0.00016991,             0.00016991,             0.00016991
                     92,                0.54402,                0.24153,                0.83043,                0.91287,                 0.6698,                0.71897,                0.62248,                0.54605,                0.23053,                0.84611,             0.00015576,             0.00015576,             0.00015576
                     93,                0.54592,                0.23923,                0.83063,                0.90761,                0.65154,                 0.7185,                0.62456,                0.54662,                0.22991,                0.84637,             0.00014161,             0.00014161,             0.00014161
                     94,                0.54134,                0.23762,                0.83177,                0.91742,                0.64659,                0.72593,                0.63274,                0.54411,                0.22801,                0.84589,             0.00012747,             0.00012747,             0.00012747
                     95,                0.53719,                0.23552,                0.83598,                0.91416,                0.67016,                0.72259,                0.62821,                0.54405,                0.22768,                0.84545,             0.00011332,             0.00011332,             0.00011332
                     96,                0.53738,                0.23273,                0.83114,                0.91586,                0.67039,                0.72722,                0.63494,                0.54331,                0.22767,                0.84491,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.53111,                0.23248,                0.82626,                0.91743,                0.67083,                0.72586,                0.63554,                0.54172,                0.22613,                 0.8443,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.53854,                0.23446,                0.83022,                0.91805,                0.68226,                0.73465,                0.64255,                0.54277,                0.22637,                0.84488,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.53816,                0.23477,                0.83035,                0.92061,                0.67067,                0.72968,                0.63823,                0.54138,                0.22561,                0.84472,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.53278,                 0.2323,                0.82597,                0.91914,                0.67136,                0.73034,                 0.6359,                0.54164,                0.22525,                0.84463,             4.2584e-05,             4.2584e-05,             4.2584e-05
